,subject,subjectId,title,G,GS,MIN,TS%,eFG%,FTRate,OR%,DR%,AST%,TO%,STL%,BLK%,Usg%,+/-,PPP,position,PTS,2P%,%2P,FGM,FGA,FGM-A,FG%,3PM,3PA,3PM-A,3P-R,2PM,2PA,2PM-A,FTM,FTA,FTM-A,ORB,DRB,REB,AST,TO,3P%,%3P,STL,FT%,player_id,Spot-Up_count,Spot-Up_percent,Spot-Up_ppp,Cut_count,Cut_percent,Cut_ppp,Transition_count,Transition_percent,Transition_ppp,P&R Roll Man_count,P&R Roll Man_percent,P&R Roll Man_ppp,Off Screen_count,Off Screen_percent,Off Screen_ppp,Hand Off_count,Hand Off_percent,Hand Off_ppp,P&R Ball Handler_count,P&R Ball Handler_percent,P&R Ball Handler_ppp,Offensive Rebound_count,Offensive Rebound_percent,Offensive Rebound_ppp,ISO_count,ISO_percent,ISO_ppp,No Play Type_count,No Play Type_percent,No Play Type_ppp
255,player,E36e6kD5QE2BN3_vQFVS9A,,22,12,28.6697,52.9,48.9,18.1,2.8,12.2,15.8,12.2,1.1,1.2,19.5,-0.4,0.93,G,11.7,45.0,48.2,4.1,10.3,4.1-10.3,39.8,1.9,5.3,1.9-5.3,,2.2,5.0,2.2-5.0,1.7,1.9,1.7-1.9,,,,3.1,1.5,35.0,51.8,0.6,90.2,E36e6kD5QE2BN3_vQFVS9A,97.0,26.50273224043716,1.1443298969072164,9.0,2.459016393442623,1.1111111111111112,71.0,19.398907103825135,1.380281690140845,8.0,2.185792349726776,0.5,16.0,4.371584699453552,0.9375,28.0,7.650273224043716,0.9285714285714286,101.0,27.595628415300546,0.8514851485148515,13.0,3.551912568306011,0.9230769230769231,15.0,4.098360655737705,0.8666666666666667,7.0,1.912568306010929,0.0
256,player,QqK4fQ3JQnyrCwHkBfmnLA,,11,0,18.59091,61.6,59.8,17.4,5.2,10.8,12.2,18.2,3.6,2.4,12.9,5.3,1.01,G,5.5,45.8,52.2,2.0,4.2,2.0-4.2,47.8,1.0,2.0,1.0-2.0,,1.0,2.2,1.0-2.2,0.5,0.7,0.5-0.7,,,,1.6,1.0,50.0,47.8,1.4,75.0,QqK4fQ3JQnyrCwHkBfmnLA,23.0,33.82352941176471,1.6956521739130435,6.0,8.823529411764707,1.3333333333333333,11.0,16.176470588235293,1.4545454545454546,,,,2.0,2.941176470588235,0.0,2.0,2.941176470588235,1.0,14.0,20.588235294117645,1.0714285714285714,3.0,4.411764705882353,0.0,3.0,4.411764705882353,0.6666666666666666,4.0,5.88235294117647,1.25
257,player,rSiU2F5JSyOIAJi44h6FvA,,10,0,6.90167,46.4,44.0,8.0,3.2,21.8,2.2,13.4,2.1,7.6,19.2,-0.8,0.8,C,2.4,44.4,72.0,1.0,2.5,1.0-2.5,40.0,0.2,0.7,0.2-0.7,,0.8,1.8,0.8-1.8,0.2,0.2,0.2-0.2,,,,0.1,0.4,28.6,28.0,0.3,100.0,rSiU2F5JSyOIAJi44h6FvA,15.0,17.441860465116278,1.3333333333333333,21.0,24.418604651162788,1.4285714285714286,10.0,11.627906976744185,1.6,26.0,30.23255813953488,1.2692307692307692,,,,1.0,1.1627906976744187,0.0,,,,7.0,8.13953488372093,0.8571428571428571,,,,3.0,3.488372093023256,1.3333333333333333
258,player,cKIWSFBtRA2w5OvoPpdJIg,,23,23,35.20942,63.3,61.7,54.7,6.5,28.4,35.5,11.5,0.8,4.1,36.7,1.3,1.12,F,32.7,63.0,96.5,12.8,20.8,12.8-20.8,61.4,0.1,0.7,0.1-0.7,,12.7,20.1,12.7-20.1,7.0,11.4,7.0-11.4,,,,6.1,3.3,17.6,3.5,0.6,61.5,cKIWSFBtRA2w5OvoPpdJIg,39.0,5.500705218617771,0.9487179487179487,63.0,8.885754583921015,1.6825396825396826,161.0,22.708039492242595,1.4720496894409938,68.0,9.590973201692526,1.1764705882352942,3.0,0.4231311706629055,0.6666666666666666,4.0,0.5641748942172073,1.25,78.0,11.001410437235542,1.141025641025641,39.0,5.500705218617771,1.3076923076923077,128.0,18.053596614950635,1.1171875,20.0,2.8208744710860367,1.6
259,player,Q3eXexdARBu_D1TMGXzSGw,,11,0,3.21818,50.7,43.8,25.0,6.2,21.4,4.2,28.3,1.4,0.0,30.8,1.5,0.73,F,1.6,50.0,50.0,0.5,1.5,0.5-1.5,37.5,0.2,0.7,0.2-0.7,,0.4,0.7,0.4-0.7,0.4,0.4,0.4-0.4,,,,0.1,0.6,25.0,50.0,0.1,100.0,Q3eXexdARBu_D1TMGXzSGw,5.0,16.666666666666664,1.0,1.0,3.3333333333333335,2.0,8.0,26.666666666666668,1.5,,,,5.0,16.666666666666664,0.0,1.0,3.3333333333333335,0.0,4.0,13.333333333333334,1.25,1.0,3.3333333333333335,2.0,3.0,10.0,1.3333333333333333,2.0,6.666666666666667,0.0
260,player,2skW3jfpRmK4hUcSjKtqLw,,15,0,17.03222,49.1,46.4,17.1,3.4,15.4,14.0,12.7,0.6,1.8,15.0,-0.2,0.86,G,4.9,50.0,37.1,1.7,4.7,1.7-4.7,37.1,0.9,2.9,0.9-2.9,,0.9,1.7,0.9-1.7,0.6,0.8,0.6-0.8,,,,1.7,0.7,29.5,62.9,0.2,75.0,2skW3jfpRmK4hUcSjKtqLw,36.0,43.90243902439025,0.9722222222222222,6.0,7.317073170731707,0.6666666666666666,12.0,14.634146341463413,1.0,3.0,3.6585365853658534,1.3333333333333333,3.0,3.6585365853658534,0.0,12.0,14.634146341463413,1.0833333333333333,5.0,6.097560975609756,1.8,2.0,2.4390243902439024,1.0,2.0,2.4390243902439024,0.0,1.0,1.2195121951219512,2.0
261,player,EdzOmkP4RdGs8UzXWdwofw,,24,3,21.11597,70.0,69.5,4.4,0.9,9.8,6.3,10.9,1.1,0.4,13.7,2.7,1.25,G,8.1,50.0,8.8,2.7,5.7,2.7-5.7,47.8,2.5,5.2,2.5-5.2,,0.2,0.5,0.2-0.5,0.2,0.2,0.2-0.2,,,,1.0,0.7,47.6,91.2,0.5,83.3,EdzOmkP4RdGs8UzXWdwofw,82.0,40.5940594059406,1.3170731707317074,4.0,1.9801980198019802,1.0,34.0,16.831683168316832,1.588235294117647,10.0,4.9504950495049505,1.7,20.0,9.900990099009901,0.9,31.0,15.346534653465346,1.4516129032258065,10.0,4.9504950495049505,0.9,1.0,0.49504950495049505,3.0,4.0,1.9801980198019802,1.25,5.0,2.4752475247524752,1.8
262,player,Xi1osbftTWWNl-rYbqQn1A,,24,16,18.01736,50.9,50.6,9.6,5.1,13.5,10.3,27.0,2.1,1.5,12.2,2.3,0.74,G,3.7,43.9,49.4,1.4,3.5,1.4-3.5,41.0,0.7,1.8,0.7-1.8,,0.8,1.7,0.8-1.7,0.2,0.3,0.2-0.3,,,,1.4,1.3,38.1,50.6,0.8,50.0,Xi1osbftTWWNl-rYbqQn1A,47.0,39.166666666666664,0.8085106382978723,20.0,16.666666666666664,1.05,24.0,20.0,1.5416666666666667,6.0,5.0,1.1666666666666667,1.0,0.8333333333333334,0.0,7.0,5.833333333333333,1.1428571428571428,2.0,1.6666666666666667,1.5,8.0,6.666666666666667,0.75,2.0,1.6666666666666667,0.0,2.0,1.6666666666666667,1.0
263,player,hpwsoxQESja-xx1FSwU66g,,5,0,2.14,58.3,58.3,0.0,0.0,18.1,16.3,25.0,0.0,0.0,32.5,2.0,0.88,G,1.4,40.0,83.3,0.6,1.2,0.6-1.2,50.0,0.2,0.2,0.2-0.2,,0.4,1.0,0.4-1.0,0.0,0.0,0.0-0.0,,,,0.2,0.4,100.0,16.7,0.0,,hpwsoxQESja-xx1FSwU66g,,,,,,,3.0,50.0,2.3333333333333335,,,,,,,,,,,,,,,,2.0,33.33333333333333,0.0,1.0,16.666666666666664,0.0
264,player,py8CMtdESSC_wE8MohbGew,,22,22,36.35606,62.2,54.8,40.1,1.7,11.6,33.0,12.7,1.4,0.5,29.0,-0.8,1.09,G,25.7,53.8,47.0,7.9,17.6,7.9-17.6,45.0,3.5,9.3,3.5-9.3,,4.5,8.3,4.5-8.3,6.5,7.0,6.5-7.0,,,,7.5,3.0,37.1,53.0,1.0,91.6,py8CMtdESSC_wE8MohbGew,73.0,13.176895306859207,1.1232876712328768,6.0,1.083032490974729,1.5,65.0,11.732851985559567,1.2923076923076924,6.0,1.083032490974729,2.5,18.0,3.2490974729241873,1.2777777777777777,50.0,9.025270758122744,1.12,221.0,39.891696750902526,1.2714932126696832,6.0,1.083032490974729,1.1666666666666667,91.0,16.425992779783392,1.032967032967033,17.0,3.068592057761733,1.5294117647058822
265,player,P2PW90UXRNeG5jdkBViwGQ,,3,0,1.99444,50.0,50.0,0.0,19.6,16.6,22.5,33.3,7.9,0.0,21.5,1.3,0.71,F,0.7,50.0,100.0,0.3,0.7,0.3-0.7,50.0,0.0,0.0,0.0-0.0,,0.3,0.7,0.3-0.7,0.0,0.0,0.0-0.0,,,,0.3,0.3,,0.0,0.3,,P2PW90UXRNeG5jdkBViwGQ,,,,,,,1.0,50.0,0.0,,,,,,,,,,,,,1.0,50.0,2.0,,,,,,
266,player,WUH_KcgMT06v3jyPRF4Fag,,25,25,32.686,59.0,57.6,15.2,4.2,12.0,6.6,10.9,1.5,6.0,14.5,1.6,1.05,C,11.2,62.9,43.5,4.2,8.9,4.2-8.9,47.5,1.8,5.0,1.8-5.0,,2.4,3.9,2.4-3.9,1.0,1.4,1.0-1.4,,,,1.6,1.2,35.7,56.5,1.0,70.6,WUH_KcgMT06v3jyPRF4Fag,118.0,32.86908077994429,1.1271186440677967,43.0,11.977715877437326,1.5813953488372092,32.0,8.913649025069638,1.28125,100.0,27.85515320334262,1.1,2.0,0.5571030640668524,2.0,,,,1.0,0.2785515320334262,2.0,23.0,6.406685236768802,1.3478260869565217,3.0,0.8356545961002786,1.3333333333333333,3.0,0.8356545961002786,1.0
267,player,cgQICTH0QqKxhlp13v21CA,,4,0,21.25417,43.4,31.5,44.4,0.0,15.4,36.0,15.7,3.5,2.2,20.5,4.5,0.73,F,7.0,26.7,55.6,1.8,6.8,1.8-6.8,25.9,0.8,3.0,0.8-3.0,,1.0,3.8,1.0-3.8,2.8,3.0,2.8-3.0,,,,5.8,1.5,25.0,44.4,1.5,91.7,cgQICTH0QqKxhlp13v21CA,25.0,17.6056338028169,1.2,3.0,2.112676056338028,1.3333333333333333,18.0,12.676056338028168,1.0555555555555556,,,,3.0,2.112676056338028,1.3333333333333333,13.0,9.15492957746479,1.2307692307692308,45.0,31.690140845070424,1.0666666666666667,1.0,0.7042253521126761,2.0,9.0,6.338028169014084,0.7777777777777778,9.0,6.338028169014084,1.1111111111111112
268,player,5gYEy-96R_2qdNHjKVyyuA,,24,1,24.1,54.4,53.1,10.5,8.5,25.8,11.1,8.8,1.1,2.4,24.3,-1.4,0.99,F,13.1,52.3,71.4,5.5,11.5,5.5-11.5,47.8,1.2,3.3,1.2-3.3,,4.3,8.2,4.3-8.2,0.9,1.2,0.9-1.2,,,,1.7,1.2,36.7,28.6,0.5,72.4,5gYEy-96R_2qdNHjKVyyuA,90.0,20.689655172413794,0.9777777777777777,38.0,8.735632183908045,1.236842105263158,49.0,11.264367816091953,1.1224489795918366,69.0,15.862068965517242,1.2753623188405796,1.0,0.22988505747126436,0.0,4.0,0.9195402298850575,0.0,2.0,0.45977011494252873,1.0,44.0,10.114942528735632,1.1136363636363635,28.0,6.436781609195402,0.9285714285714286,10.0,2.2988505747126435,1.6
269,player,upTa1W4CQP-U3VfwrB8cGw,,50,50,26.54933,65.5,64.2,9.0,2.8,14.0,8.9,15.8,1.5,0.7,11.9,-1.6,1.1,F,7.8,41.5,36.8,2.8,5.8,2.8-5.8,47.9,1.9,3.6,1.9-3.6,,0.9,2.1,0.9-2.1,0.4,0.5,0.4-0.5,,,,1.8,1.1,51.6,63.2,0.8,84.6,upTa1W4CQP-U3VfwrB8cGw,166.0,38.604651162790695,1.2771084337349397,10.0,2.3255813953488373,0.8,104.0,24.186046511627907,1.4423076923076923,16.0,3.7209302325581395,1.625,12.0,2.7906976744186047,0.6666666666666666,48.0,11.162790697674419,1.125,38.0,8.837209302325581,0.47368421052631576,14.0,3.255813953488372,0.8571428571428571,6.0,1.3953488372093024,0.0,16.0,3.7209302325581395,1.625
270,player,BaqUkWVyRpmyQrpbibUBTA,,5,0,3.95667,52.5,66.7,133.3,10.5,5.9,0.0,0.0,0.0,0.0,10.6,0.8,1.07,C,1.0,100.0,66.7,0.4,0.6,0.4-0.6,66.7,0.0,0.2,0.0-0.2,,0.4,0.4,0.4-0.4,0.2,0.8,0.2-0.8,,,,0.0,0.0,0.0,33.3,0.0,25.0,BaqUkWVyRpmyQrpbibUBTA,1.0,12.5,0.0,1.0,12.5,1.0,,,,5.0,62.5,1.0,,,,,,,,,,1.0,12.5,0.0,,,,,,
271,player,NkFs3U_kQai2L7itYPLHEQ,,11,1,6.57879,56.1,52.0,24.0,4.6,11.8,17.7,20.2,4.6,5.2,21.0,4.0,0.9,G,2.8,30.8,52.0,0.9,2.3,0.9-2.3,40.0,0.5,1.1,0.5-1.1,,0.4,1.2,0.4-1.2,0.5,0.5,0.5-0.5,,,,0.8,0.6,50.0,48.0,0.6,83.3,NkFs3U_kQai2L7itYPLHEQ,19.0,23.456790123456788,1.105263157894737,3.0,3.7037037037037033,2.0,18.0,22.22222222222222,1.3333333333333333,,,,2.0,2.4691358024691357,3.0,10.0,12.345679012345679,0.4,15.0,18.51851851851852,0.9333333333333333,3.0,3.7037037037037033,2.3333333333333335,7.0,8.641975308641975,1.1428571428571428,4.0,4.938271604938271,1.0
272,player,nb0nAs_nQHuqH28urO_-NA,,10,0,3.44333,72.0,73.1,15.4,3.2,21.5,4.7,17.8,0.0,8.2,21.3,1.5,1.19,F,2.0,100.0,38.5,0.8,1.3,0.8-1.3,61.5,0.3,0.8,0.3-0.8,,0.5,0.5,0.5-0.5,0.1,0.2,0.1-0.2,,,,0.1,0.3,37.5,61.5,0.0,50.0,nb0nAs_nQHuqH28urO_-NA,7.0,46.666666666666664,1.1428571428571428,2.0,13.333333333333334,2.0,4.0,26.666666666666668,1.5,1.0,6.666666666666667,2.0,,,,,,,,,,1.0,6.666666666666667,2.0,,,,,,
273,player,DpKeiXbaSJu65QWzm4SDvw,,46,14,25.77681,56.3,53.5,14.6,0.6,7.5,5.0,6.2,1.6,0.0,14.5,-0.4,1.06,G,8.9,43.6,32.2,3.0,7.4,3.0-7.4,40.4,2.0,5.0,2.0-5.0,,1.0,2.4,1.0-2.4,1.0,1.1,1.0-1.1,,,,1.0,0.5,38.8,67.8,0.9,88.0,DpKeiXbaSJu65QWzm4SDvw,232.0,42.96296296296296,1.146551724137931,14.0,2.5925925925925926,1.8571428571428572,116.0,21.48148148148148,1.3448275862068966,18.0,3.3333333333333335,1.7777777777777777,20.0,3.7037037037037033,0.6,60.0,11.11111111111111,1.0333333333333334,50.0,9.25925925925926,1.08,4.0,0.7407407407407408,2.5,14.0,2.5925925925925926,1.1428571428571428,8.0,1.4814814814814816,1.25
274,player,CQhjSVxBQ8W0uP4MQItblA,,12,0,2.89167,38.7,50.0,66.7,0.0,18.5,7.4,0.0,0.0,5.3,9.8,0.8,0.77,G,0.5,,0.0,0.2,0.5,0.2-0.5,33.3,0.2,0.5,0.2-0.5,,0.0,0.0,0.0-0.0,0.0,0.3,0.0-0.3,,,,0.2,0.0,33.3,100.0,0.0,0.0,CQhjSVxBQ8W0uP4MQItblA,6.0,50.0,1.0,,,,2.0,16.666666666666664,0.0,,,,,,,2.0,16.666666666666664,3.0,2.0,16.666666666666664,0.0,,,,,,,,,
275,player,DLjwuvvqS7Gup7m1Eub_Ow,,36,4,15.9713,41.8,40.6,18.9,4.3,7.9,12.6,12.2,2.1,1.8,10.0,-1.6,0.73,G,2.7,38.1,39.6,0.9,2.9,0.9-2.9,32.1,0.5,1.8,0.5-1.8,,0.4,1.2,0.4-1.2,0.3,0.6,0.3-0.6,,,,1.6,0.4,28.1,60.4,0.7,50.0,DLjwuvvqS7Gup7m1Eub_Ow,74.0,46.25,1.027027027027027,4.0,2.5,1.0,10.0,6.25,0.4,6.0,3.75,0.0,,,,4.0,2.5,0.0,48.0,30.0,0.7083333333333334,8.0,5.0,0.75,4.0,2.5,0.0,2.0,1.25,2.0
276,player,LVdVR96hTyOR3sn7d-9rSw,,26,2,23.75833,64.2,62.4,18.7,3.2,9.4,15.6,15.5,1.9,1.4,16.6,4.1,1.09,G,9.7,59.0,45.6,3.5,7.0,3.5-7.0,50.5,1.7,3.8,1.7-3.8,,1.9,3.2,1.9-3.2,1.0,1.3,1.0-1.3,,,,2.5,1.4,43.4,54.4,0.9,76.5,LVdVR96hTyOR3sn7d-9rSw,115.0,44.74708171206226,1.4434782608695653,7.0,2.7237354085603114,1.4285714285714286,52.0,20.233463035019454,1.4615384615384615,4.0,1.556420233463035,0.75,12.0,4.669260700389105,0.6666666666666666,9.0,3.501945525291829,0.6666666666666666,42.0,16.342412451361866,0.9047619047619048,7.0,2.7237354085603114,1.5714285714285714,2.0,0.7782101167315175,1.0,7.0,2.7237354085603114,0.5714285714285714
277,player,TcGkZgyaSnuR2hVZfVJZsQ,,22,22,25.42273,51.5,47.0,19.9,2.5,10.3,25.0,14.3,2.8,1.0,16.7,3.1,0.88,G,8.5,29.4,30.7,2.6,7.5,2.6-7.5,34.3,1.9,5.2,1.9-5.2,,0.7,2.3,0.7-2.3,1.4,1.5,1.4-1.5,,,,4.6,1.4,36.5,69.3,1.5,90.9,TcGkZgyaSnuR2hVZfVJZsQ,85.0,34.83606557377049,1.011764705882353,1.0,0.4098360655737705,2.0,34.0,13.934426229508196,1.088235294117647,1.0,0.4098360655737705,2.0,18.0,7.377049180327869,1.1666666666666667,31.0,12.704918032786885,1.064516129032258,65.0,26.639344262295083,1.0307692307692307,2.0,0.819672131147541,1.0,2.0,0.819672131147541,0.0,5.0,2.0491803278688523,0.8
278,player,y2wXUhQpS1id46ZKXPVInQ,,14,0,8.98452,53.9,53.9,0.0,0.9,9.0,29.6,22.7,0.8,0.0,22.9,-2.6,0.83,G,3.9,46.7,58.8,1.6,3.6,1.6-3.6,45.1,0.6,1.5,0.6-1.5,,1.0,2.1,1.0-2.1,0.0,0.0,0.0-0.0,,,,1.7,1.1,42.9,41.2,0.1,,y2wXUhQpS1id46ZKXPVInQ,12.0,23.52941176470588,0.75,,,,12.0,23.52941176470588,1.25,,,,,,,,,,20.0,39.21568627450981,1.15,1.0,1.9607843137254901,2.0,6.0,11.76470588235294,1.0,,,
279,player,qUygpd0VS9a_PfFWvlV55Q,,52,4,24.77692,50.2,48.8,8.5,1.6,12.6,19.9,16.3,2.3,0.9,18.1,0.3,0.84,G,8.5,48.9,22.1,3.0,8.2,3.0-8.2,36.2,2.1,6.4,2.1-6.4,,0.9,1.8,0.9-1.8,0.5,0.7,0.5-0.7,,,,3.4,1.7,32.5,77.9,1.2,77.8,qUygpd0VS9a_PfFWvlV55Q,244.0,36.85800604229607,1.2295081967213115,14.0,2.1148036253776437,1.1428571428571428,100.0,15.105740181268882,1.12,12.0,1.812688821752266,1.0,80.0,12.084592145015106,1.075,54.0,8.157099697885197,0.48148148148148145,112.0,16.91842900302115,1.0535714285714286,12.0,1.812688821752266,0.6666666666666666,20.0,3.0211480362537766,1.0,14.0,2.1148036253776437,1.4285714285714286
280,player,PXChNJpSTjm8P2gAFUbZ0Q,,26,26,35.8141,58.9,55.9,20.8,2.0,14.6,19.8,12.3,1.9,1.6,30.9,3.2,1.03,G,25.9,48.3,49.9,9.1,20.1,9.1-20.1,45.3,4.3,10.1,4.3-10.1,,4.8,10.0,4.8-10.0,3.4,4.2,3.4-4.2,,,,4.0,3.1,42.4,50.1,1.4,80.7,PXChNJpSTjm8P2gAFUbZ0Q,104.0,13.114754098360656,1.3076923076923077,11.0,1.3871374527112232,1.2727272727272727,116.0,14.627994955863807,1.3103448275862069,5.0,0.6305170239596469,1.4,40.0,5.044136191677175,1.25,62.0,7.818411097099622,1.3064516129032258,256.0,32.28247162673392,1.1953125,14.0,1.7654476670870116,0.7142857142857143,158.0,19.924337957124845,0.930379746835443,11.0,1.3871374527112232,0.6363636363636364
281,player,ggKPp7nuQmq3cItmWc02Cw,,9,0,5.15926,61.4,60.0,32.0,10.1,15.8,3.7,9.5,1.0,0.0,29.6,0.3,1.11,C,3.9,70.6,68.0,1.6,2.8,1.6-2.8,56.0,0.2,0.9,0.2-0.9,,1.3,1.9,1.3-1.9,0.6,0.9,0.6-0.9,,,,0.1,0.3,25.0,32.0,0.1,62.5,ggKPp7nuQmq3cItmWc02Cw,4.0,14.814814814814813,0.0,4.0,14.814814814814813,2.0,5.0,18.51851851851852,1.6,6.0,22.22222222222222,1.6666666666666667,,,,,,,,,,3.0,11.11111111111111,1.6666666666666667,1.0,3.7037037037037033,2.0,1.0,3.7037037037037033,2.0
282,player,XLGqJAKqRMOFSA957yPT-A,,26,26,33.96987,67.6,63.5,56.0,11.0,24.2,8.1,17.1,1.1,3.8,12.0,2.5,1.12,C,10.3,63.5,100.0,3.9,6.1,3.9-6.1,63.5,0.0,0.0,0.0-0.0,,3.9,6.1,3.9-6.1,2.5,3.4,2.5-3.4,,,,1.9,1.6,,0.0,0.8,74.2,XLGqJAKqRMOFSA957yPT-A,3.0,1.090909090909091,0.0,104.0,37.81818181818182,1.375,24.0,8.727272727272728,1.4166666666666667,54.0,19.636363636363637,1.3333333333333333,,,,,,,,,,70.0,25.454545454545453,1.2428571428571429,,,,15.0,5.454545454545454,1.5333333333333334
283,player,RoKOZYrPRF6e2kH0Tyxjgg,,14,0,3.73333,0.0,0.0,0.0,9.0,0.0,40.9,33.3,0.0,0.0,5.1,-0.4,0.0,F-G,0.0,,0.0,0.0,0.3,0.0-0.3,0.0,0.0,0.3,0.0-0.3,,0.0,0.0,0.0-0.0,0.0,0.0,0.0-0.0,,,,1.3,0.1,0.0,100.0,0.0,,RoKOZYrPRF6e2kH0Tyxjgg,4.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,player,vbMNZGhGQwe-V1ThX4e3kw,,26,26,29.97564,53.1,51.5,13.1,4.7,11.1,8.7,9.8,2.2,2.5,15.7,-0.6,0.96,F,10.2,53.3,57.2,4.0,9.1,4.0-9.1,44.5,1.3,3.9,1.3-3.9,,2.8,5.2,2.8-5.2,0.8,1.2,0.8-1.2,,,,1.8,1.0,32.7,42.8,1.3,71.0,vbMNZGhGQwe-V1ThX4e3kw,169.0,50.44776119402985,1.017751479289941,17.0,5.074626865671641,0.9411764705882353,58.0,17.313432835820898,1.293103448275862,10.0,2.9850746268656714,1.3,13.0,3.880597014925373,0.6923076923076923,10.0,2.9850746268656714,0.9,19.0,5.6716417910447765,1.0,27.0,8.059701492537313,0.9629629629629629,3.0,0.8955223880597015,0.6666666666666666,9.0,2.6865671641791042,1.1111111111111112
285,player,xzNm-sZKTdWPQIeV4puyVA,,13,0,7.31667,66.2,66.1,17.9,3.7,14.7,9.5,14.2,3.1,4.2,16.3,-0.1,1.14,F,3.1,87.5,57.1,1.3,2.2,1.3-2.2,60.7,0.2,0.9,0.2-0.9,,1.1,1.2,1.1-1.2,0.2,0.4,0.2-0.4,,,,0.5,0.4,25.0,42.9,0.5,60.0,xzNm-sZKTdWPQIeV4puyVA,16.0,28.57142857142857,0.75,6.0,10.714285714285714,2.0,23.0,41.07142857142857,1.391304347826087,,,,1.0,1.7857142857142856,2.0,3.0,5.357142857142857,1.0,4.0,7.142857142857142,1.0,2.0,3.571428571428571,1.0,1.0,1.7857142857142856,2.0,,,
286,player,IwIn_vW4TLK3Kxhj7ONUcA,,10,0,1.62,23.3,16.7,16.7,0.0,0.0,17.1,13.4,0.0,0.0,39.4,-0.6,0.4,G,0.6,33.3,50.0,0.2,1.2,0.2-1.2,16.7,0.0,0.6,0.0-0.6,,0.2,0.6,0.2-0.6,0.2,0.2,0.2-0.2,,,,0.2,0.2,0.0,50.0,0.0,100.0,IwIn_vW4TLK3Kxhj7ONUcA,,,,,,,6.0,50.0,0.0,,,,,,,,,,6.0,50.0,0.6666666666666666,,,,,,,,,
287,player,Oa9vNN9BRS21Ew-mvntjzQ,,52,52,32.87692,60.0,54.2,39.9,6.2,16.5,19.8,13.9,1.2,0.4,26.3,2.0,1.03,F-C,20.2,54.4,67.0,6.9,14.3,6.9-14.3,48.3,1.7,4.7,1.7-4.7,,5.2,9.6,5.2-9.6,4.7,5.7,4.7-5.7,,,,3.9,2.7,35.8,33.0,0.8,81.9,Oa9vNN9BRS21Ew-mvntjzQ,298.0,25.04201680672269,1.0134228187919463,60.0,5.042016806722689,1.3333333333333333,164.0,13.781512605042018,1.2439024390243902,88.0,7.394957983193278,1.2954545454545454,30.0,2.5210084033613445,1.3333333333333333,20.0,1.680672268907563,1.1,90.0,7.563025210084033,1.4222222222222223,76.0,6.386554621848739,1.4473684210526316,168.0,14.117647058823529,0.9047619047619048,24.0,2.0168067226890756,1.4166666666666667
288,player,vWT8s0QhRN-74sDwcenwuQ,,26,0,24.47692,56.6,53.0,19.1,2.9,20.6,10.3,10.2,1.4,3.1,21.0,2.5,1.02,C-F,11.8,54.0,49.4,4.3,9.7,4.3-9.7,44.2,1.7,4.9,1.7-4.9,,2.6,4.8,2.6-4.8,1.6,1.8,1.6-1.8,,,,1.6,1.2,34.6,50.6,0.7,87.5,vWT8s0QhRN-74sDwcenwuQ,151.0,38.131313131313135,0.9801324503311258,19.0,4.797979797979798,1.5789473684210527,45.0,11.363636363636363,1.488888888888889,52.0,13.131313131313133,1.0192307692307692,37.0,9.343434343434344,1.2972972972972974,13.0,3.2828282828282833,1.3076923076923077,17.0,4.292929292929292,0.6470588235294118,26.0,6.565656565656567,1.4230769230769231,7.0,1.7676767676767675,1.1428571428571428,10.0,2.525252525252525,1.2
289,player,zP_plYKlTl6y3pXl6bzDEw,,9,0,4.87222,54.2,54.2,0.0,0.0,4.8,15.4,20.0,2.2,2.3,14.9,0.1,0.87,G-F,1.4,55.6,75.0,0.7,1.3,0.7-1.3,50.0,0.1,0.3,0.1-0.3,,0.6,1.0,0.6-1.0,0.0,0.0,0.0-0.0,,,,0.6,0.3,33.3,25.0,0.2,,zP_plYKlTl6y3pXl6bzDEw,4.0,30.76923076923077,1.75,,,,5.0,38.46153846153847,1.6,,,,,,,2.0,15.384615384615385,0.0,2.0,15.384615384615385,0.0,,,,,,,,,
290,player,ZPnMTK2KQCy96LTCsb8HlQ,,11,7,25.60152,54.4,51.5,16.8,2.4,7.5,25.6,11.4,2.9,1.0,18.7,-6.9,0.96,G,10.7,39.0,40.6,3.6,9.2,3.6-9.2,39.6,2.2,5.5,2.2-5.5,,1.5,3.7,1.5-3.7,1.3,1.5,1.3-1.5,,,,4.5,1.3,40.0,59.4,1.5,82.4,ZPnMTK2KQCy96LTCsb8HlQ,43.0,30.935251798561154,1.186046511627907,1.0,0.7194244604316548,0.0,24.0,17.26618705035971,1.2083333333333333,4.0,2.877697841726619,0.0,1.0,0.7194244604316548,0.0,7.0,5.0359712230215825,0.5714285714285714,48.0,34.53237410071942,1.0208333333333333,2.0,1.4388489208633095,1.0,6.0,4.316546762589928,1.0,3.0,2.158273381294964,2.0
