,subject,subjectId,title,G,GS,MIN,TS%,eFG%,FTRate,OR%,DR%,AST%,TO%,STL%,BLK%,Usg%,+/-,PPP,position,PTS,2P%,%2P,FGM,FGA,FGM-A,FG%,3PM,3PA,3PM-A,3P-R,2PM,2PA,2PM-A,FTM,FTA,FTM-A,ORB,DRB,REB,AST,TO,3P%,%3P,STL,FT%,player_id,Spot-Up_count,Spot-Up_percent,Spot-Up_ppp,Cut_count,Cut_percent,Cut_ppp,Transition_count,Transition_percent,Transition_ppp,P&R Roll Man_count,P&R Roll Man_percent,P&R Roll Man_ppp,Off Screen_count,Off Screen_percent,Off Screen_ppp,Hand Off_count,Hand Off_percent,Hand Off_ppp,P&R Ball Handler_count,P&R Ball Handler_percent,P&R Ball Handler_ppp,Offensive Rebound_count,Offensive Rebound_percent,Offensive Rebound_ppp,ISO_count,ISO_percent,ISO_ppp,No Play Type_count,No Play Type_percent,No Play Type_ppp
0,player,4oX88eVaTAmgZ7_gCdnu3A,,4,0,5.36667,26.6,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,-2.5,0.53,F,0.5,0.0,100.0,0.0,0.5,0.0-0.5,0.0,0.0,0.0,0.0-0.0,,0.0,0.5,0.0-0.5,0.5,1.0,0.5-1.0,,,,0.0,0.0,,0.0,0.0,50.0,4oX88eVaTAmgZ7_gCdnu3A,6.0,37.5,1.0,4.0,25.0,0.0,4.0,25.0,0.5,2.0,12.5,2.0,,,,,,,,,,,,,,,,,,
1,player,uCml8KVhTjqnXxJ4eQbQHw,,13,0,25.50385,55.4,52.0,14.8,2.8,11.2,11.4,13.9,1.6,1.2,19.3,0.9,0.95,G,11.6,53.5,33.6,4.0,9.8,4.0-9.8,40.6,2.2,6.5,2.2-6.5,,1.8,3.3,1.8-3.3,1.4,1.5,1.4-1.5,,,,2.2,1.7,34.1,66.4,0.9,94.7,uCml8KVhTjqnXxJ4eQbQHw,40.0,25.477707006369428,0.925,2.0,1.2738853503184715,1.0,39.0,24.840764331210192,1.205128205128205,15.0,9.554140127388536,1.8666666666666667,22.0,14.012738853503185,0.9090909090909091,17.0,10.828025477707007,0.8823529411764706,12.0,7.643312101910828,1.4166666666666667,5.0,3.1847133757961785,0.4,2.0,1.2738853503184715,0.0,2.0,1.2738853503184715,2.0
2,player,KArLsgpHS72r7EJXdi0BjA,,10,0,12.36333,48.3,42.6,38.3,4.1,13.6,18.1,12.7,1.1,1.5,20.4,-2.3,0.84,G,5.3,50.0,59.6,1.8,4.7,1.8-4.7,38.3,0.4,1.9,0.4-1.9,,1.4,2.8,1.4-2.8,1.3,1.8,1.3-1.8,,,,1.7,0.8,21.1,40.4,0.3,72.2,KArLsgpHS72r7EJXdi0BjA,16.0,28.57142857142857,0.9375,3.0,5.357142857142857,1.0,13.0,23.214285714285715,1.0769230769230769,,,,,,,7.0,12.5,1.0,13.0,23.214285714285715,1.0769230769230769,1.0,1.7857142857142856,0.0,2.0,3.571428571428571,0.0,1.0,1.7857142857142856,0.0
3,player,ge8LpyPhQ3mtACY_jUBTuQ,,28,28,22.96429,58.4,58.1,24.9,16.5,27.1,8.1,8.7,1.2,4.4,16.7,0.2,1.07,C,10.0,58.1,100.0,4.5,7.8,4.5-7.8,58.1,0.0,0.0,0.0-0.0,,4.5,7.8,4.5-7.8,1.0,1.9,1.0-1.9,,,,1.3,0.8,,0.0,0.6,53.7,ge8LpyPhQ3mtACY_jUBTuQ,,,,84.0,28.668941979522184,1.2023809523809523,42.0,14.334470989761092,1.4761904761904763,77.0,26.27986348122867,1.3506493506493507,,,,,,,,,,70.0,23.890784982935152,0.8857142857142857,,,,7.0,2.3890784982935154,1.0
4,player,LINdESi3ROeZoiXVuG7Myw,,52,52,33.72949,50.3,49.2,12.9,5.2,10.9,13.7,12.5,3.9,2.5,17.8,-2.8,0.88,G,13.0,51.4,69.2,5.5,12.2,5.5-12.2,44.7,1.1,3.8,1.1-3.8,,4.3,8.5,4.3-8.5,1.0,1.6,1.0-1.6,,,,3.3,1.8,29.6,30.8,2.9,61.0,LINdESi3ROeZoiXVuG7Myw,226.0,27.163461538461537,0.8849557522123894,86.0,10.336538461538462,1.0930232558139534,192.0,23.076923076923077,1.3229166666666667,64.0,7.6923076923076925,1.03125,26.0,3.125,0.7692307692307693,40.0,4.807692307692308,1.15,86.0,10.336538461538462,0.9302325581395349,52.0,6.25,1.0,28.0,3.3653846153846154,0.8571428571428571,28.0,3.3653846153846154,0.6428571428571429
5,player,8ZUD8YIMRnq3gVNIdkgUjw,,2,0,5.7,25.0,25.0,0.0,0.0,18.9,0.0,20.0,0.0,0.0,17.7,-0.5,0.4,F,1.0,50.0,50.0,0.5,2.0,0.5-2.0,25.0,0.0,1.0,0.0-1.0,,0.5,1.0,0.5-1.0,0.0,0.0,0.0-0.0,,,,0.0,0.5,0.0,50.0,0.0,,8ZUD8YIMRnq3gVNIdkgUjw,1.0,25.0,0.0,2.0,50.0,1.0,1.0,25.0,0.0,,,,,,,,,,,,,,,,,,,,,
6,player,oUXs3Uc6Q9-TF48Zk3ETBQ,,17,2,28.43529,63.3,58.2,32.8,2.3,12.7,6.9,7.7,1.2,0.4,24.1,0.9,1.17,F-G,19.8,50.0,54.3,6.5,13.6,6.5-13.6,47.8,2.8,6.2,2.8-6.2,,3.7,7.4,3.7-7.4,3.9,4.5,3.9-4.5,,,,1.3,1.3,45.3,45.7,0.8,86.8,oUXs3Uc6Q9-TF48Zk3ETBQ,93.0,23.076923076923077,1.2903225806451613,25.0,6.20347394540943,1.32,97.0,24.069478908188586,1.3814432989690721,26.0,6.451612903225806,1.1923076923076923,22.0,5.459057071960298,1.2272727272727273,45.0,11.166253101736972,1.3333333333333333,32.0,7.94044665012407,1.125,8.0,1.9851116625310175,1.125,18.0,4.466501240694789,0.9444444444444444,18.0,4.466501240694789,1.2222222222222223
7,player,QGex2OHUT8aWPJE0rpWnKA,,26,26,36.72436,57.6,54.9,22.5,4.8,24.4,21.8,16.0,1.7,3.0,22.5,1.3,0.97,F,19.7,56.4,71.9,7.8,15.6,7.8-15.6,50.1,1.5,4.4,1.5-4.4,,6.3,11.2,6.3-11.2,2.6,3.5,2.6-3.5,,,,5.4,3.3,34.2,28.1,1.4,74.7,QGex2OHUT8aWPJE0rpWnKA,143.0,26.383763837638373,0.993006993006993,39.0,7.195571955719557,1.3076923076923077,117.0,21.58671586715867,1.4957264957264957,53.0,9.778597785977858,1.1320754716981132,4.0,0.7380073800738007,0.75,29.0,5.350553505535055,1.0344827586206897,70.0,12.915129151291513,1.042857142857143,37.0,6.826568265682657,1.2972972972972974,12.0,2.214022140221402,0.8333333333333334,18.0,3.3210332103321036,1.3888888888888888
8,player,UlqBXI3QTmq3lTkJV5bPjw,,14,0,11.78333,38.4,35.9,23.1,4.4,11.6,15.8,17.3,1.9,2.3,12.8,-1.1,0.64,G,2.4,44.4,46.2,0.9,2.8,0.9-2.8,30.8,0.3,1.5,0.3-1.5,,0.6,1.3,0.6-1.3,0.4,0.6,0.4-0.6,,,,1.4,0.6,19.0,53.8,0.5,55.6,UlqBXI3QTmq3lTkJV5bPjw,31.0,33.69565217391305,1.064516129032258,7.0,7.608695652173914,0.5714285714285714,16.0,17.391304347826086,0.875,6.0,6.521739130434782,1.0,4.0,4.3478260869565215,0.5,7.0,7.608695652173914,1.1428571428571428,14.0,15.217391304347828,1.2857142857142858,4.0,4.3478260869565215,1.0,,,,3.0,3.260869565217391,1.6666666666666667
9,player,32kZzWf8QhCCaVwWdgLazg,,19,1,18.07719,66.1,62.1,31.3,0.9,5.8,10.5,8.2,1.7,0.8,14.5,-3.6,1.22,G,7.8,37.5,16.2,2.3,5.2,2.3-5.2,43.4,1.9,4.4,1.9-4.4,,0.3,0.8,0.3-0.8,1.4,1.6,1.4-1.6,,,,1.4,0.5,44.6,83.8,0.7,83.9,32kZzWf8QhCCaVwWdgLazg,82.0,43.15789473684211,1.4634146341463414,3.0,1.5789473684210527,1.3333333333333333,53.0,27.89473684210526,1.4528301886792452,8.0,4.2105263157894735,0.625,16.0,8.421052631578947,1.0625,15.0,7.894736842105263,1.1333333333333333,8.0,4.2105263157894735,0.375,4.0,2.1052631578947367,0.5,,,,1.0,0.5263157894736842,0.0
10,player,PXI_27bnTTunCUTgFY-V0g,,22,4,17.83333,78.5,78.4,6.0,7.1,15.2,11.8,5.5,2.3,1.9,15.0,-4.6,1.49,F-C,9.8,65.6,47.8,3.8,6.1,3.8-6.1,62.7,1.9,3.2,1.9-3.2,,1.9,2.9,1.9-2.9,0.3,0.4,0.3-0.4,,,,1.5,0.4,60.0,52.2,0.9,75.0,PXI_27bnTTunCUTgFY-V0g,86.0,43.87755102040816,1.8372093023255813,48.0,24.489795918367346,1.3333333333333333,16.0,8.16326530612245,0.875,18.0,9.183673469387756,1.3333333333333333,2.0,1.0204081632653061,0.0,,,,,,,10.0,5.1020408163265305,1.6,,,,10.0,5.1020408163265305,0.6
11,player,4S2Yzpi5Q8Se6HWff6ru8g,,25,0,23.74867,60.8,56.7,33.5,10.9,18.8,8.4,8.3,1.3,2.8,17.3,-2.0,1.12,F-C,11.3,61.7,79.8,4.4,8.1,4.4-8.1,54.2,0.4,1.6,0.4-1.6,,4.0,6.5,4.0-6.5,2.1,2.7,2.1-2.7,,,,1.4,0.8,24.4,20.2,0.7,77.9,4S2Yzpi5Q8Se6HWff6ru8g,48.0,17.712177121771216,0.75,74.0,27.30627306273063,1.337837837837838,29.0,10.70110701107011,1.3793103448275863,49.0,18.081180811808117,1.2653061224489797,,,,1.0,0.36900369003690037,0.0,1.0,0.36900369003690037,0.0,45.0,16.605166051660518,1.288888888888889,,,,11.0,4.059040590405904,1.3636363636363635
12,player,D2rYMmzsSIGVVNMB0E74qQ,,28,26,23.63571,48.2,45.2,23.2,5.0,10.1,6.8,8.7,1.6,2.8,21.1,-2.4,0.88,F,10.8,48.5,57.4,4.0,10.1,4.0-10.1,39.4,1.2,4.3,1.2-4.3,,2.8,5.8,2.8-5.8,1.6,2.4,1.6-2.4,,,,1.1,1.1,27.3,42.6,0.9,68.2,D2rYMmzsSIGVVNMB0E74qQ,125.0,30.78817733990148,0.824,41.0,10.098522167487685,1.170731707317073,128.0,31.527093596059114,1.1171875,10.0,2.4630541871921183,0.7,17.0,4.1871921182266005,0.7058823529411765,24.0,5.911330049261084,1.125,25.0,6.157635467980295,0.88,23.0,5.665024630541872,1.173913043478261,4.0,0.9852216748768473,1.25,5.0,1.2315270935960592,1.2
13,player,bNKPKXpVQjOy0gBaqu-Hxg,,28,2,14.60595,69.8,66.7,27.1,2.0,20.1,12.5,19.5,1.3,1.4,13.3,-4.4,1.12,F,5.4,70.8,50.0,1.9,3.4,1.9-3.4,56.2,0.7,1.7,0.7-1.7,,1.2,1.7,1.2-1.7,0.8,0.9,0.8-0.9,,,,1.4,0.9,41.7,50.0,0.4,84.6,bNKPKXpVQjOy0gBaqu-Hxg,62.0,43.05555555555556,1.3225806451612903,14.0,9.722222222222223,1.4285714285714286,28.0,19.444444444444446,1.4285714285714286,6.0,4.166666666666666,1.6666666666666667,4.0,2.7777777777777777,0.5,6.0,4.166666666666666,1.6666666666666667,8.0,5.555555555555555,1.25,4.0,2.7777777777777777,1.0,6.0,4.166666666666666,2.3333333333333335,6.0,4.166666666666666,1.0
14,player,zgsB1oyLQUyi4qfXgTtrPA,,12,1,16.18194,49.3,47.3,7.3,1.1,9.3,14.6,17.5,2.3,3.0,14.4,-1.9,0.81,G,4.7,48.3,52.7,1.8,4.6,1.8-4.6,40.0,0.7,2.2,0.7-2.2,,1.2,2.4,1.2-2.4,0.3,0.3,0.3-0.3,,,,1.8,1.0,30.8,47.3,0.8,100.0,zgsB1oyLQUyi4qfXgTtrPA,26.0,35.61643835616438,0.8461538461538461,3.0,4.10958904109589,2.0,12.0,16.43835616438356,1.1666666666666667,,,,2.0,2.73972602739726,1.5,6.0,8.21917808219178,1.5,20.0,27.397260273972602,0.9,,,,3.0,4.10958904109589,1.0,1.0,1.36986301369863,0.0
15,player,C4Y8JbYtSCycXi33pc6qwA,,27,27,36.13704,54.6,46.8,38.6,1.8,9.7,48.5,18.9,1.7,0.4,27.4,-0.3,0.89,G,21.6,45.7,51.3,6.6,16.9,6.6-16.9,39.0,2.6,8.2,2.6-8.2,,4.0,8.7,4.0-8.7,5.7,6.5,5.7-6.5,,,,12.2,4.6,32.0,48.7,1.3,88.1,C4Y8JbYtSCycXi33pc6qwA,51.0,7.327586206896551,1.0980392156862746,12.0,1.7241379310344827,1.8333333333333333,126.0,18.103448275862068,1.2301587301587302,,,,22.0,3.1609195402298855,0.9090909090909091,55.0,7.902298850574713,0.9272727272727272,310.0,44.54022988505747,1.103225806451613,10.0,1.4367816091954022,1.4,67.0,9.626436781609195,0.9552238805970149,43.0,6.17816091954023,1.302325581395349
16,player,HcWyyF_iQpq0MXC74nk-Vg,,22,22,35.38258,54.8,50.4,32.9,4.1,13.9,20.5,11.1,1.6,0.9,29.5,8.5,0.97,G-F,23.6,50.6,61.6,8.3,18.8,8.3-18.8,44.0,2.4,7.2,2.4-7.2,,5.9,11.6,5.9-11.6,4.6,6.2,4.6-6.2,,,,4.6,2.7,33.3,38.4,1.2,75.0,HcWyyF_iQpq0MXC74nk-Vg,111.0,17.236024844720497,1.018018018018018,20.0,3.1055900621118013,1.05,155.0,24.06832298136646,1.3225806451612903,9.0,1.3975155279503106,1.2222222222222223,32.0,4.968944099378882,1.25,23.0,3.571428571428571,0.8260869565217391,117.0,18.16770186335404,1.0256410256410255,20.0,3.1055900621118013,0.95,86.0,13.354037267080745,1.0232558139534884,12.0,1.8633540372670807,0.8333333333333334
17,player,O8LaWBpVTeKTCrM6IchF0g,,5,0,4.72,51.0,50.0,40.0,0.0,8.5,5.2,50.5,2.0,0.0,21.5,-6.0,0.51,G,1.2,50.0,40.0,0.4,1.0,0.4-1.0,40.0,0.2,0.6,0.2-0.6,,0.2,0.4,0.2-0.4,0.2,0.4,0.2-0.4,,,,0.2,1.2,33.3,60.0,0.2,50.0,O8LaWBpVTeKTCrM6IchF0g,2.0,33.33333333333333,1.5,,,,1.0,16.666666666666664,1.0,,,,,,,1.0,16.666666666666664,0.0,2.0,33.33333333333333,1.0,,,,,,,,,
18,player,Y4AX_D2CRjGSEhXZKfNkYw,,21,2,22.43016,59.6,59.3,1.3,4.2,13.1,6.5,5.0,1.8,0.9,14.7,6.0,1.13,F,8.6,76.0,16.6,3.1,7.2,3.1-7.2,43.7,2.2,6.0,2.2-6.0,,0.9,1.2,0.9-1.2,0.1,0.1,0.1-0.1,,,,1.0,0.4,37.3,83.4,0.9,100.0,Y4AX_D2CRjGSEhXZKfNkYw,78.0,40.20618556701031,1.1794871794871795,4.0,2.0618556701030926,1.0,42.0,21.649484536082475,1.4761904761904763,10.0,5.154639175257731,0.9,31.0,15.979381443298967,1.064516129032258,11.0,5.670103092783505,1.3636363636363635,10.0,5.154639175257731,1.4,5.0,2.5773195876288657,0.4,1.0,0.5154639175257731,0.0,2.0,1.0309278350515463,0.0
19,player,YokTltkjSKG4uwJ6mvkmyw,,24,24,30.58194,56.3,52.7,18.6,3.8,10.7,18.2,11.5,1.2,1.1,17.4,4.7,1.0,G,12.3,57.8,45.0,4.4,10.1,4.4-10.1,43.8,1.8,5.5,1.8-5.5,,2.6,4.5,2.6-4.5,1.7,1.9,1.7-1.9,,,,4.0,1.4,32.3,55.0,0.8,88.9,YokTltkjSKG4uwJ6mvkmyw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,player,6ltqaEnrTei0er6wmlBgow,,20,18,27.67833,61.6,60.6,4.3,3.8,17.5,11.3,11.7,1.2,3.0,12.8,5.1,1.09,C-F,8.8,63.2,27.0,3.2,7.0,3.2-7.0,46.1,2.0,5.2,2.0-5.2,,1.2,1.9,1.2-1.9,0.3,0.3,0.3-0.3,,,,2.3,1.0,39.8,73.0,0.7,100.0,6ltqaEnrTei0er6wmlBgow,101.0,45.4954954954955,1.2574257425742574,9.0,4.054054054054054,1.1111111111111112,41.0,18.46846846846847,1.2682926829268293,32.0,14.414414414414415,0.71875,7.0,3.153153153153153,0.8571428571428571,,,,,,,7.0,3.153153153153153,1.1428571428571428,,,,6.0,2.7027027027027026,1.5
21,player,yfaQxy3dQlCS0mMY6V8HIw,,21,3,16.50952,69.8,64.3,60.7,12.4,17.5,12.3,11.3,1.4,5.7,9.8,4.6,1.24,C-F,4.7,64.3,100.0,1.7,2.7,1.7-2.7,64.3,0.0,0.0,0.0-0.0,,1.7,2.7,1.7-2.7,1.3,1.6,1.3-1.6,,,,1.5,0.4,,0.0,0.5,79.4,yfaQxy3dQlCS0mMY6V8HIw,1.0,0.9523809523809524,2.0,39.0,37.142857142857146,1.7435897435897436,12.0,11.428571428571429,0.9166666666666666,21.0,20.0,1.1904761904761905,,,,,,,,,,26.0,24.761904761904763,1.1153846153846154,,,,,,
22,player,PApJHMenT5ejrQ1nk8U1eg,,7,0,11.57857,55.3,46.7,46.7,5.5,16.2,5.9,14.2,1.2,2.4,11.1,-0.7,0.95,F,2.9,50.0,13.3,0.7,2.1,0.7-2.1,33.3,0.6,1.9,0.6-1.9,,0.1,0.3,0.1-0.3,0.9,1.0,0.9-1.0,,,,0.6,0.4,30.8,86.7,0.3,85.7,PApJHMenT5ejrQ1nk8U1eg,10.0,40.0,1.2,1.0,4.0,1.0,7.0,28.000000000000004,1.4285714285714286,,,,,,,1.0,4.0,0.0,5.0,20.0,2.0,,,,,,,1.0,4.0,2.0
23,player,USEeIaDHRQmo7NuVsRqx6w,,8,8,27.45833,58.7,54.3,30.4,5.9,20.6,9.1,4.4,1.3,5.0,25.7,4.5,1.12,F-C,19.1,57.8,55.7,6.8,14.4,6.8-14.4,47.0,2.1,6.4,2.1-6.4,,4.6,8.0,4.6-8.0,3.5,4.4,3.5-4.4,,,,1.6,0.8,33.3,44.3,0.8,80.0,USEeIaDHRQmo7NuVsRqx6w,41.0,18.636363636363637,0.9024390243902439,16.0,7.2727272727272725,1.5,30.0,13.636363636363635,1.1333333333333333,45.0,20.454545454545457,1.3111111111111111,10.0,4.545454545454546,0.8,1.0,0.45454545454545453,3.0,,,,12.0,5.454545454545454,1.3333333333333333,10.0,4.545454545454546,0.6,8.0,3.6363636363636362,1.25
24,player,vf5WbkwFREOfl3P9YR9XSg,,27,0,28.73333,66.9,65.1,14.1,4.9,9.2,17.1,8.1,1.6,0.3,20.0,5.2,1.23,G,16.4,65.2,22.2,5.6,11.5,5.6-11.5,48.2,3.9,9.0,3.9-9.0,,1.7,2.6,1.7-2.6,1.4,1.6,1.4-1.6,,,,3.3,1.1,43.4,77.8,1.0,84.1,vf5WbkwFREOfl3P9YR9XSg,148.0,34.74178403755869,1.1891891891891893,6.0,1.4084507042253522,1.8333333333333333,99.0,23.239436619718308,1.0808080808080809,12.0,2.8169014084507045,1.3333333333333333,26.0,6.103286384976526,2.076923076923077,11.0,2.5821596244131455,1.9090909090909092,62.0,14.553990610328638,1.5161290322580645,19.0,4.460093896713615,1.2105263157894737,28.0,6.572769953051644,0.9642857142857143,13.0,3.051643192488263,1.1538461538461537
25,player,t77ixNzAS7ir1pw4MB56mw,,23,5,16.76232,65.6,63.1,28.6,10.7,19.4,6.1,15.2,0.9,4.9,12.5,3.9,1.11,C,5.4,64.6,97.6,2.3,3.7,2.3-3.7,63.1,0.0,0.1,0.0-0.1,,2.3,3.6,2.3-3.6,0.8,1.0,0.8-1.0,,,,0.7,0.7,0.0,2.4,0.3,75.0,t77ixNzAS7ir1pw4MB56mw,1.0,0.8064516129032258,0.0,58.0,46.774193548387096,1.3620689655172413,9.0,7.258064516129033,1.4444444444444444,26.0,20.967741935483872,1.3076923076923077,,,,,,,,,,25.0,20.161290322580644,1.44,,,,3.0,2.4193548387096775,1.0
26,player,3sO5VPSbRe2K_MWuiK-upA,,5,0,6.79333,18.4,10.0,20.0,6.5,15.0,6.7,0.0,1.4,0.0,13.8,-2.0,0.37,G,0.8,25.0,40.0,0.2,2.0,0.2-2.0,10.0,0.0,1.2,0.0-1.2,,0.2,0.8,0.2-0.8,0.4,0.4,0.4-0.4,,,,0.4,0.0,0.0,60.0,0.2,100.0,3sO5VPSbRe2K_MWuiK-upA,1.0,9.090909090909092,0.0,,,,4.0,36.36363636363637,0.5,1.0,9.090909090909092,0.0,1.0,9.090909090909092,0.0,2.0,18.181818181818183,0.0,,,,1.0,9.090909090909092,0.0,,,,1.0,9.090909090909092,2.0
27,player,HRncTZZ-SImRO1eVK4gjLA,,9,0,4.38519,27.7,20.0,60.0,10.7,18.2,9.3,7.3,3.6,0.0,14.8,-3.9,0.52,G,0.8,28.6,70.0,0.2,1.1,0.2-1.1,20.0,0.0,0.3,0.0-0.3,,0.2,0.8,0.2-0.8,0.3,0.7,0.3-0.7,,,,0.3,0.1,0.0,30.0,0.3,50.0,HRncTZZ-SImRO1eVK4gjLA,5.0,23.809523809523807,0.4,1.0,4.761904761904762,1.0,5.0,23.809523809523807,1.0,,,,,,,2.0,9.523809523809524,0.5,5.0,23.809523809523807,2.2,2.0,9.523809523809524,0.0,1.0,4.761904761904762,0.0,,,
28,player,wmNbMYRFQGalw83gxn4oIQ,,25,25,36.42133,59.5,54.5,36.3,1.5,25.6,25.5,10.4,1.6,1.2,31.6,9.1,1.07,F-G,28.3,55.2,48.8,9.3,20.5,9.3-20.5,45.3,3.8,10.5,3.8-10.5,,5.5,10.0,5.5-10.0,6.0,7.4,6.0-7.4,,,,5.5,2.8,35.9,51.2,1.2,80.1,wmNbMYRFQGalw83gxn4oIQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,player,2SPMYN5KQZeNR7Vj-z18lQ,,17,1,8.63627,30.1,29.3,6.9,5.2,18.8,5.0,16.7,1.6,1.8,10.6,0.2,0.5,F,1.1,30.8,44.8,0.4,1.7,0.4-1.7,24.1,0.2,0.9,0.2-0.9,,0.2,0.8,0.2-0.8,0.1,0.1,0.1-0.1,,,,0.4,0.4,18.8,55.2,0.3,50.0,2SPMYN5KQZeNR7Vj-z18lQ,18.0,48.64864864864865,0.5,3.0,8.108108108108109,1.0,3.0,8.108108108108109,0.6666666666666666,5.0,13.513513513513514,1.0,1.0,2.7027027027027026,0.0,,,,,,,2.0,5.405405405405405,1.0,,,,4.0,10.81081081081081,0.5
30,player,li1eCzvfQkqp7IULm0QKhA,,19,1,8.2614,36.6,37.1,3.2,4.9,9.6,3.2,11.3,1.5,3.4,9.8,0.9,0.65,G,1.2,57.1,22.6,0.5,1.6,0.5-1.6,29.0,0.3,1.3,0.3-1.3,,0.2,0.4,0.2-0.4,0.0,0.1,0.0-0.1,,,,0.2,0.2,20.8,77.4,0.3,0.0,li1eCzvfQkqp7IULm0QKhA,26.0,52.0,0.7307692307692307,,,,9.0,18.0,0.4444444444444444,3.0,6.0,1.0,2.0,4.0,1.0,,,,5.0,10.0,1.8,4.0,8.0,1.75,,,,1.0,2.0,1.0
31,player,evQeWMemRuSj1r-OOz7dKg,,26,26,34.53526,61.8,59.1,17.4,3.6,11.8,20.4,9.2,1.5,2.8,19.4,8.3,1.12,G,17.3,59.2,28.9,5.9,13.0,5.9-13.0,45.1,3.7,9.3,3.7-9.3,,2.2,3.8,2.2-3.8,1.9,2.3,1.9-2.3,,,,4.8,1.4,39.4,71.1,1.1,84.7,evQeWMemRuSj1r-OOz7dKg,180.0,36.809815950920246,1.4111111111111112,17.0,3.476482617586912,1.1176470588235294,75.0,15.337423312883436,1.2,16.0,3.2719836400818,0.375,32.0,6.5439672801636,1.78125,23.0,4.703476482617587,1.1304347826086956,101.0,20.654396728016362,0.9900990099009901,9.0,1.8404907975460123,1.2222222222222223,24.0,4.9079754601226995,0.9583333333333334,12.0,2.4539877300613497,0.8333333333333334
32,player,3R7OazKURO28Ixn2glknWw,,6,0,2.52778,100.0,100.0,0.0,14.7,0.0,18.8,50.0,6.6,0.0,11.6,-1.0,1.04,G,0.7,100.0,100.0,0.3,0.3,0.3-0.3,100.0,0.0,0.0,0.0-0.0,,0.3,0.3,0.3-0.3,0.0,0.0,0.0-0.0,,,,0.3,0.3,,0.0,0.3,,3R7OazKURO28Ixn2glknWw,8.0,22.22222222222222,1.0,2.0,5.555555555555555,2.0,6.0,16.666666666666664,1.0,,,,2.0,5.555555555555555,0.0,2.0,5.555555555555555,0.0,10.0,27.77777777777778,0.8,,,,2.0,5.555555555555555,2.0,2.0,5.555555555555555,2.0
33,player,kI-ptbgfSzeSgur8XhQl5Q,,21,13,24.56587,61.5,62.6,30.1,9.3,27.0,14.2,12.9,1.4,4.9,16.3,-3.1,1.07,C,9.5,63.3,97.2,4.2,6.8,4.2-6.8,62.2,0.0,0.2,0.0-0.2,,4.2,6.6,4.2-6.6,1.0,2.0,1.0-2.0,,,,2.1,1.1,25.0,2.8,0.7,46.5,kI-ptbgfSzeSgur8XhQl5Q,29.0,11.462450592885375,0.6551724137931034,78.0,30.8300395256917,1.294871794871795,32.0,12.648221343873518,1.46875,51.0,20.158102766798418,1.196078431372549,,,,,,,,,,25.0,9.881422924901186,1.28,14.0,5.533596837944664,0.5,6.0,2.371541501976284,1.3333333333333333
34,player,xztb7fvCQISLGevAtMV6kQ,,18,1,17.78611,53.3,50.4,20.3,5.9,17.4,5.7,9.8,0.8,3.7,20.0,-4.4,0.96,F,7.6,43.2,31.4,2.5,6.6,2.5-6.6,38.1,1.6,4.5,1.6-4.5,,0.9,2.1,0.9-2.1,1.0,1.3,1.0-1.3,,,,0.7,0.8,35.8,68.6,0.3,75.0,xztb7fvCQISLGevAtMV6kQ,93.0,46.26865671641791,1.075268817204301,16.0,7.960199004975125,0.875,31.0,15.422885572139302,1.5806451612903225,28.0,13.930348258706468,0.8214285714285714,9.0,4.477611940298507,0.6666666666666666,3.0,1.4925373134328357,1.0,1.0,0.4975124378109453,3.0,12.0,5.970149253731343,1.5,1.0,0.4975124378109453,1.0,6.0,2.9850746268656714,1.1666666666666667
35,player,UvNGV2wiSRep2dcCgCn9PQ,,25,6,17.11533,45.1,43.8,7.9,3.5,16.4,9.4,13.7,1.5,1.9,19.3,-4.4,0.78,G,5.7,40.4,37.5,2.1,6.1,2.1-6.1,34.2,1.2,3.8,1.2-3.8,,0.9,2.3,0.9-2.3,0.4,0.5,0.4-0.5,,,,1.1,1.0,30.5,62.5,0.5,75.0,UvNGV2wiSRep2dcCgCn9PQ,123.0,43.00699300699301,0.991869918699187,10.0,3.4965034965034967,0.8,55.0,19.230769230769234,0.9636363636363636,1.0,0.34965034965034963,2.0,6.0,2.097902097902098,1.6666666666666667,15.0,5.244755244755245,1.1333333333333333,43.0,15.034965034965033,0.7674418604651163,10.0,3.4965034965034967,1.5,19.0,6.643356643356643,0.42105263157894735,4.0,1.3986013986013985,0.0
36,player,w8FVvyGDRia5KWMLysgMzQ,,26,26,32.59872,66.3,61.8,31.1,2.6,14.0,15.6,7.2,1.2,1.7,21.6,-2.3,1.23,F,19.2,57.5,40.5,6.2,12.7,6.2-12.7,48.9,3.3,7.6,3.3-7.6,,3.0,5.2,3.0-5.2,3.5,4.0,3.5-4.0,,,,3.1,1.1,43.1,59.5,0.8,87.4,w8FVvyGDRia5KWMLysgMzQ,115.0,25.164113785557984,1.373913043478261,17.0,3.7199124726477026,1.6470588235294117,104.0,22.75711159737418,1.3846153846153846,11.0,2.4070021881838075,0.8181818181818182,42.0,9.190371991247265,1.4761904761904763,62.0,13.566739606126916,1.3387096774193548,47.0,10.284463894967178,1.0425531914893618,16.0,3.50109409190372,1.1875,22.0,4.814004376367615,1.1818181818181819,15.0,3.282275711159737,1.6
